 ,Area,Perim.,Feret,FeretX,FeretY,FeretAngle,MinFeret
1,151298.880,1772.314,662.701,1470,396,166.703,353.203
2,81772.206,1260.884,481.522,738,270,92.517,299.335
3,131662.559,1629.376,607.884,1095,509,130.709,330.096
