 ,Area,Perim.,Feret,FeretX,FeretY,FeretAngle,MinFeret
1,351.647,76.574,29.288,777,330,15.709,17.092
2,342.332,89.639,37.639,729,362,16.314,15.033
3,404.432,91.917,38.706,672,391,11.821,14.744
4,603.156,95.228,32.777,757,413,36.254,24.546
5,791.787,107.901,36.667,576,439,35.218,30.463
6,104.019,50.017,19.463,845,421,5.194,11.454
7,159.134,50.747,17.840,546,432,57.095,12.511
8,241.417,77.090,23.277,799,452,29.476,15.673
9,703.293,108.115,34.463,739,467,32.471,28.658
10,533.292,94.498,35.680,565,472,32.905,22.026
11,105.572,46.065,17.818,703,469,171.469,7.930
12,773.157,105.107,37.484,822,492,23.552,27.857
13,613.247,121.394,38.384,607,490,9.246,21.796
14,440.141,79.885,28.468,695,478,158.199,20.264
15,214.248,61.747,24.193,556,497,33.111,12.895
16,293.427,70.130,26.955,578,509,168.690,13.630
17,574.434,119.631,37.515,706,525,9.462,24.519
18,130.412,45.033,17.840,525,531,20.225,10.307
19,732.015,109.877,36.899,638,544,33.311,27.992
20,559.685,92.131,34.406,567,563,39.806,21.671
21,284.888,68.280,26.284,800,549,13.570,14.978
22,176.211,50.836,19.323,537,558,24.228,12.335
23,179.317,59.771,21.455,664,577,19.179,11.423
24,288.769,74.384,24.685,602,591,34.824,16.155
25,289.546,70.646,27.652,710,603,22.479,14.978
26,198.723,57.066,22.237,526,606,33.690,12.215
27,240.641,60.892,21.814,596,634,43.363,15.299
28,395.117,84.264,34.032,737,621,158.749,16.361
29,270.139,66.392,21.885,839,629,130.101,17.621
30,281.007,67.550,24.936,532,651,32.005,17.269
31,316.715,76.574,29.407,621,647,8.616,14.687
32,263.929,66.090,26.196,575,681,19.654,13.890
33,243.746,61.534,22.026,523,689,36.870,15.575
34,448.679,97.329,37.896,642,698,17.592,17.780
