 ,Area,Perim.,Feret,FeretX,FeretY,FeretAngle,MinFeret
1,276.349,76.788,27.652,1140,947,30.651,18.438
2,378.040,86.542,26.151,1177,961,57.381,23.051
3,419.958,90.066,28.097,1313,957,41.186,22.363
4,435.483,83.320,28.685,1501,968,79.380,20.966
5,284.112,63.384,21.219,1271,942,131.634,18.502
6,277.902,69.739,24.241,1279,998,70.907,16.821
7,561.237,90.583,30.774,1401,983,166.759,25.551
8,403.656,87.663,32.895,1324,1006,20.376,19.946
9,218.906,55.606,19.799,1480,1004,110.854,14.978
10,198.723,63.900,22.652,1322,1012,13.496,13.548
11,179.317,52.812,17.377,1152,1032,59.534,15.859
12,235.207,57.066,19.799,1124,1026,159.146,16.740
13,321.372,70.772,23.723,1240,1042,15.068,20.181
14,107.124,40.993,13.678,1391,1028,165.069,11.618
15,359.409,94.837,26.753,1322,1037,162.759,22.568
16,135.070,44.819,15.612,1518,1052,73.610,12.335
17,138.175,44.517,16.554,1378,1053,154.799,12.215
18,214.248,56.550,19.878,1462,1049,102.804,14.978
19,132.741,44.303,16.198,1489,1086,67.620,12.335
20,107.124,41.509,15.387,1431,1086,66.371,10.408
