 ,Area,Perim.,Feret,FeretX,FeretY,FeretAngle,MinFeret
1,617.128,119.115,40.182,1729,1240,52.125,25.220
2,545.712,113.188,36.508,1981,1259,171.674,23.696
3,497.584,103.559,34.642,1731,1281,97.306,21.805
4,124.202,51.477,17.731,1805,1308,26.565,12.901
5,450.232,87.449,30.584,1972,1340,41.496,23.326
6,353.975,91.526,25.928,1734,1347,170.218,23.116
7,385.026,87.486,26.753,1892,1353,162.759,21.406
8,513.109,93.893,35.077,2006,1383,64.722,21.657
9,355.528,81.986,29.341,2033,1379,48.652,16.372
10,277.902,69.526,22.975,1982,1409,32.471,18.106
11,253.838,66.606,26.196,1997,1464,42.274,15.546
12,253.838,72.836,23.460,1917,1469,55.713,18.028
13,107.900,50.017,17.621,1788,1532,53.130,12.050
14,108.677,46.279,17.970,1882,1540,168.690,9.456
15,111.782,52.723,21.292,1994,1581,155.556,11.112
16,164.568,50.961,18.979,1794,1591,158.199,12.776
17,387.355,81.470,26.898,1860,1595,148.392,20.559
18,490.598,88.091,31.250,1990,1640,68.499,23.789
19,492.150,104.163,32.035,1944,1629,121.504,27.224
