 ,Area,Perim.,Feret,FeretX,FeretY,FeretAngle,MinFeret
1,171.554,55.820,22.026,992,755,16.260,10.573
2,114.111,51.779,20.436,998,760,172.569,9.594
3,100.914,41.509,17.355,1230,838,156.038,9.512
4,253.838,61.017,23.410,1214,844,160.201,15.498
5,318.267,70.558,27.539,1101,870,172.648,15.859
6,566.671,92.647,33.769,1055,891,172.504,21.450
7,244.523,60.074,21.796,925,898,14.036,14.097
8,142.056,48.985,17.310,859,946,75.256,11.229
9,411.419,76.486,26.666,908,956,172.405,21.182
10,131.965,44.819,17.555,1083,957,162.474,9.980
11,517.767,87.361,28.413,988,981,29.745,24.547
12,333.016,81.861,32.396,886,979,157.620,14.488
13,503.794,84.353,29.088,1212,978,144.866,23.247
14,179.317,52.295,18.917,941,988,152.241,14.355
15,287.993,69.312,27.327,1140,991,159.228,15.455
16,202.604,65.146,27.861,1036,1030,161.565,10.309
17,254.614,72.106,30.111,1175,1079,159.444,11.702
