 ,Area,Perim.,Feret,FeretX,FeretY,FeretAngle,MinFeret
1,285.664,63.812,22.583,455,1344,20.556,17.621
2,149.042,50.533,18.669,672,1341,160.710,13.216
3,354.752,76.877,29.288,637,1375,83.089,16.367
4,377.263,79.457,29.552,493,1345,100.305,16.740
5,503.018,89.550,30.278,552,1409,81.634,23.755
6,320.596,76.360,29.288,450,1421,74.291,17.045
7,465.757,85.901,29.288,653,1446,74.291,20.981
8,326.806,71.376,26.505,327,1445,74.578,17.553
9,416.853,82.163,31.840,621,1470,75.579,16.915
10,146.714,53.114,22.307,522,1436,99.090,9.077
11,624.891,98.147,33.177,418,1496,79.287,25.215
12,100.914,42.844,17.818,319,1461,98.531,7.930
13,444.798,83.534,29.813,483,1465,124.160,20.888
14,521.648,95.957,38.039,293,1469,103.392,19.383
15,318.267,73.138,27.861,551,1476,108.435,15.859
16,370.277,81.131,30.584,370,1515,78.366,16.246
17,495.255,87.663,31.448,584,1496,101.310,21.145
18,100.914,46.279,19.563,454,1497,125.838,9.345
19,116.439,46.582,18.917,431,1520,62.241,8.353
20,750.645,110.091,35.517,433,1550,29.745,30.052
21,477.401,89.211,33.550,325,1570,76.329,19.848
22,509.228,88.909,32.895,632,1574,69.624,22.026
23,305.847,85.296,30.736,463,1567,27.300,18.347
24,755.303,103.647,36.815,494,1554,111.038,26.941
25,729.686,108.631,34.977,385,1593,49.086,29.705
26,159.134,49.803,19.243,299,1589,74.055,11.454
27,138.175,45.852,18.334,321,1624,54.782,12.215
28,714.937,122.249,37.515,424,1607,99.462,29.243
29,361.738,73.050,26.092,552,1621,101.689,19.383
30,141.280,46.493,16.947,543,1643,98.973,11.980
31,534.844,85.599,29.917,590,1650,103.627,23.789
32,201.052,55.090,20.942,337,1677,67.751,13.181
33,687.768,101.369,34.361,506,1698,67.380,27.835
34,136.622,44.517,17.107,542,1678,101.889,11.214
35,415.300,76.877,27.820,470,1713,79.046,19.383
36,709.503,101.369,34.214,420,1703,124.509,27.581
37,555.027,91.099,30.137,374,1701,105.255,25.551
38,524.753,87.663,29.604,575,1732,53.471,22.907
39,548.817,91.099,30.432,503,1722,112.109,23.755
40,395.117,76.877,27.596,331,1728,106.699,19.007
41,432.378,79.582,27.327,291,1766,69.228,20.929
42,159.910,47.828,17.377,547,1779,59.534,13.003
43,378.040,77.820,28.685,458,1795,79.380,19.383
44,174.659,51.049,17.355,499,1783,66.038,14.097
45,248.404,58.828,20.130,330,1770,113.199,17.621
46,516.214,86.845,29.552,393,1785,100.305,24.624
47,104.795,38.287,14.207,533,1800,60.255,10.573
48,135.846,43.057,15.158,291,1804,54.462,13.003
49,138.175,46.582,17.970,479,1817,78.690,10.573
50,342.332,69.828,23.723,446,1840,58.671,20.095
51,385.802,76.877,29.288,328,1860,74.291,17.911
52,197.171,53.844,20.341,490,1860,72.350,13.216
53,336.121,70.558,25.060,567,1838,100.125,18.377
54,358.633,69.917,24.685,416,1863,55.176,20.060
55,154.476,47.098,17.377,461,1866,59.534,11.454
