 ,Area,Perim.,Feret,FeretX,FeretY,FeretAngle,MinFeret
1,568.224,100.425,36.166,809,26,34.077,24.477
2,332.240,73.655,25.551,893,21,43.603,20.264
3,528.634,90.066,34.009,927,49,36.573,21.277
4,384.250,84.780,33.072,592,54,48.240,15.815
5,360.962,71.804,25.687,686,57,22.166,20.264
6,170.778,58.739,25.199,591,92,36.469,10.392
7,291.874,80.828,24.951,628,115,42.138,20.144
8,458.771,81.131,28.153,902,125,69.864,21.145
9,105.572,47.828,19.799,582,108,32.276,9.286
10,225.116,61.445,23.805,716,122,51.009,12.687
11,316.715,75.026,28.685,901,191,42.510,17.350
12,662.151,99.091,34.721,562,201,35.707,26.784
13,513.109,89.853,32.777,656,208,53.746,22.532
14,169.225,54.058,21.761,680,205,68.629,11.423
15,573.658,94.107,33.107,830,226,64.799,24.284
16,145.937,48.255,18.586,766,231,58.570,11.630
17,346.989,72.748,27.596,677,274,16.699,18.913
18,244.523,70.042,29.904,467,301,45.000,13.321
19,605.484,93.075,29.969,664,301,24.305,27.486
20,350.870,75.542,29.930,476,306,42.614,16.768
21,102.467,43.573,17.970,542,296,11.310,7.881
22,465.757,93.804,33.166,816,327,39.611,20.526
23,157.581,56.638,24.193,701,310,10.491,9.692
24,232.102,69.739,25.044,487,338,39.289,16.019
25,456.442,80.401,27.652,564,363,157.521,21.742
26,249.956,72.106,30.736,772,397,62.700,11.980
27,239.865,73.566,28.981,786,397,70.463,11.423
28,248.404,66.606,26.505,759,401,68.552,13.035
29,110.229,42.541,17.488,700,404,49.086,9.774
30,355.528,72.106,25.230,781,442,114.775,20.133
