 ,Area,Perim.,Feret,FeretX,FeretY,FeretAngle,MinFeret
1,366.396,73.566,25.657,1504,1316,164.055,19.473
2,435.483,82.288,27.861,1674,1398,18.435,21.433
3,464.981,82.377,28.441,1531,1412,16.189,22.026
4,339.226,71.074,24.543,1571,1414,21.038,19.188
5,159.134,53.541,19.563,1783,1404,172.235,11.008
6,194.842,55.820,19.878,1700,1414,167.196,13.939
7,204.157,58.828,22.652,1900,1426,166.504,12.905
8,318.267,72.836,27.027,1581,1441,19.026,15.602
9,423.063,78.764,27.027,1828,1454,160.974,22.153
10,300.413,67.764,22.874,1503,1464,15.642,18.502
11,675.348,99.002,33.434,1735,1463,161.565,27.412
12,543.383,86.328,30.137,1641,1470,164.745,24.670
13,148.266,47.009,17.107,1484,1466,124.509,13.003
14,247.628,65.485,23.510,1960,1480,167.005,15.157
15,473.520,84.353,30.137,1590,1495,15.255,22.026
16,687.768,119.115,39.960,1766,1509,14.036,24.780
17,412.195,79.280,29.195,1991,1502,174.806,19.873
18,325.254,71.892,26.753,1518,1514,17.241,16.832
19,637.311,100.551,35.637,1666,1532,8.531,25.551
20,393.565,77.304,27.440,1936,1511,132.397,20.236
21,298.861,69.098,27.027,1542,1532,19.026,15.324
22,257.719,78.852,29.552,1802,1541,10.305,13.985
23,473.520,87.361,31.287,2009,1550,9.728,20.264
24,395.117,81.131,32.312,1805,1546,168.996,17.621
25,539.502,90.369,29.956,1735,1579,61.928,25.173
26,440.141,80.828,27.213,1872,1559,150.945,22.907
27,287.217,66.820,24.369,1574,1583,167.471,14.978
28,585.301,93.288,31.448,1802,1595,168.690,26.337
29,287.993,76.877,28.981,2010,1590,160.463,14.767
30,408.314,80.312,30.008,1549,1614,176.634,19.383
31,187.079,53.755,20.130,1900,1619,156.801,13.179
32,373.382,78.248,24.496,1858,1634,127.694,22.379
33,738.225,104.679,34.463,1652,1636,122.471,29.255
34,559.685,96.813,34.043,2003,1649,10.437,24.518
35,622.562,95.353,32.071,1754,1639,110.925,26.635
36,440.917,81.647,28.807,1704,1649,156.571,21.145
37,281.007,68.884,25.075,1898,1649,161.565,16.179
38,425.392,79.885,27.820,1606,1660,169.046,20.264
39,271.692,62.993,20.942,1512,1649,104.621,18.566
40,119.544,47.828,20.436,1714,1671,7.431,8.294
41,133.517,49.074,19.701,1618,1678,10.305,10.573
42,381.145,79.494,25.429,1526,1682,165.964,20.724
43,374.935,75.026,27.142,1947,1680,166.866,19.084
44,310.505,72.106,25.368,1598,1701,159.677,17.621
45,324.477,72.622,27.539,2010,1705,172.648,16.447
46,249.180,68.582,26.955,1696,1711,168.690,14.484
47,267.810,66.606,24.936,1919,1732,32.005,18.161
48,236.760,74.989,31.150,1689,1724,171.870,10.345
49,291.874,72.622,28.861,2003,1756,12.339,14.978
