 ,Area,Perim.,Feret,FeretX,FeretY,FeretAngle,MinFeret
1,676.124,111.942,37.172,617,1159,148.570,25.365
2,186.303,67.336,23.177,685,1174,171.254,14.978
3,116.439,50.017,17.355,445,1244,23.962,11.454
4,171.554,53.541,19.463,457,1276,174.806,12.585
5,209.591,57.279,19.799,452,1292,147.724,15.870
6,181.645,66.820,20.887,572,1342,117.646,18.323
7,220.458,71.074,27.027,361,1401,19.026,13.785
8,117.216,52.207,22.463,606,1410,138.180,9.041
9,123.426,53.969,20.738,435,1530,167.735,10.573
10,142.056,55.820,19.503,417,1593,18.435,13.706
