 ,Area,Perim.,Feret,FeretX,FeretY,FeretAngle,MinFeret
1,173.106,55.304,23.059,591,990,6.582,10.573
2,133.517,55.945,22.583,323,1043,20.556,9.062
3,104.795,43.271,15.209,710,1049,169.992,9.692
4,102.467,41.509,17.355,283,1059,23.962,9.456
5,145.937,57.582,22.289,728,1118,71.565,12.082
6,225.892,68.796,28.372,354,1114,25.769,13.474
7,180.869,57.279,19.323,252,1140,24.228,15.575
8,173.106,56.977,21.219,323,1168,4.764,12.778
9,294.203,75.240,28.766,423,1191,139.970,14.579
10,352.423,85.938,33.550,470,1213,156.801,15.367
11,121.097,47.311,15.587,728,1226,132.709,12.335
12,489.821,88.820,34.765,632,1256,171.254,21.145
