 ,Area,Perim.,Feret,FeretX,FeretY,FeretAngle,MinFeret
1,139.727,50.747,17.355,1949,413,156.038,12.460
2,282.559,66.518,24.241,1915,422,109.093,16.740
3,131.188,48.985,18.690,1961,451,8.130,11.454
4,124.202,51.566,16.624,1867,463,32.005,13.095
5,532.516,91.829,30.111,1830,502,69.444,24.670
6,127.307,50.017,19.019,1904,475,166.608,10.639
7,184.750,51.566,18.586,1950,474,148.570,14.973
8,345.437,79.494,29.288,1719,485,111.161,16.912
9,504.570,85.296,29.917,1810,523,166.373,23.247
10,256.943,60.804,19.799,1748,521,147.724,17.621
11,562.014,115.805,31.925,1781,538,117.979,27.412
12,121.873,52.207,22.514,1840,554,120.579,8.887
13,258.495,60.074,20.568,1972,589,80.134,16.740
14,609.366,98.059,34.316,2056,585,131.878,23.866
15,619.457,95.567,32.504,1795,597,122.829,25.543
16,756.855,107.171,38.222,1959,609,115.974,26.077
17,474.296,92.219,34.553,1711,619,109.359,18.540
18,131.965,51.263,17.621,1923,644,53.130,13.302
19,912.884,139.265,46.304,1868,651,158.806,29.702
20,230.550,70.344,28.468,2090,644,111.801,13.312
21,561.237,102.829,35.242,1856,663,126.870,24.297
22,523.201,100.123,31.225,2032,678,106.390,25.075
23,516.990,85.812,29.813,1932,680,108.970,24.536
24,149.042,58.009,23.723,2014,686,111.801,10.847
25,142.056,47.739,19.060,1913,719,123.690,10.740
26,640.416,112.672,36.805,1743,724,137.911,24.986
27,497.584,90.155,30.824,1875,729,120.964,24.429
28,166.896,60.715,26.284,2062,736,129.560,9.219
29,392.789,83.534,30.137,2048,751,142.125,20.170
30,657.494,100.034,35.875,1859,753,114.677,24.355
31,430.825,81.558,27.666,2087,787,127.235,23.051
32,903.569,136.648,47.878,1796,801,102.758,30.036
33,752.198,125.987,37.484,1832,835,156.448,29.929
