 ,Area,Perim.,Feret,FeretX,FeretY,FeretAngle,MinFeret
1,698.636,121.003,40.586,695,1296,27.121,26.551
2,565.119,92.986,32.156,724,1350,9.462,24.818
3,110.229,48.557,18.163,673,1343,140.906,10.799
4,364.067,77.002,27.327,662,1371,20.772,20.264
5,610.918,98.272,33.665,702,1405,173.991,25.903
6,866.308,116.623,38.252,573,1455,61.074,33.212
7,130.412,43.485,14.343,531,1450,169.380,12.538
8,496.808,85.599,29.088,544,1503,144.866,24.429
9,297.308,69.010,23.410,474,1507,160.201,19.999
10,525.529,87.272,29.813,540,1565,18.970,24.920
11,775.486,117.353,37.057,509,1586,161.996,29.259
12,377.263,88.393,34.855,474,1576,106.144,17.736
