 ,Area,Perim.,Feret,FeretX,FeretY,FeretAngle,MinFeret
1,261.600,70.646,28.000,901,728,12.724,14.075
2,733.568,106.228,37.463,838,756,41.186,27.599
3,551.146,100.212,37.380,774,742,8.130,19.462
4,423.839,95.655,34.406,702,754,13.325,16.958
5,1164.393,128.531,43.387,630,768,156.038,34.361
6,140.503,50.747,18.979,835,774,21.801,12.022
7,142.056,57.796,23.854,708,780,175.764,10.573
8,1016.903,120.450,40.182,861,824,37.875,34.674
9,156.029,51.049,18.835,599,806,10.784,12.834
10,149.042,48.255,17.107,566,806,168.111,13.216
11,962.565,117.139,38.896,789,823,166.908,32.704
12,646.626,99.909,34.977,647,852,40.914,26.005
13,1027.771,124.188,44.194,684,854,23.499,32.294
14,265.482,63.082,24.241,561,843,19.093,15.602
15,241.417,60.074,22.307,609,849,170.910,14.097
16,1287.042,135.402,44.665,872,882,14.859,38.130
17,682.334,102.313,34.463,713,868,175.601,25.963
18,290.322,67.336,23.723,559,873,15.068,15.859
19,152.147,50.836,20.738,557,887,12.265,9.692
20,866.308,112.583,37.182,807,906,13.707,31.412
21,458.771,83.711,32.324,616,899,162.553,18.502
22,101.690,45.549,19.019,768,931,13.392,8.811
23,625.667,96.813,32.919,679,938,164.476,26.105
24,452.561,81.131,28.468,782,940,158.199,21.596
25,829.048,108.934,36.983,838,956,12.381,29.733
26,121.873,42.114,15.612,613,943,163.610,9.692
27,581.420,104.289,36.899,663,947,146.689,21.772
28,246.851,57.884,20.550,917,948,149.036,15.859
29,158.357,55.606,21.310,558,962,29.745,13.605
30,124.202,45.033,15.158,573,955,144.462,12.335
31,474.296,85.385,31.632,619,968,167.125,20.808
32,159.134,54.360,21.182,559,965,163.072,10.886
33,732.015,104.893,37.046,862,981,2.726,27.313
34,731.239,120.789,37.015,803,979,141.766,28.571
35,264.705,62.780,23.327,605,996,169.114,16.096
36,258.495,61.836,22.184,694,999,6.843,15.859
37,780.143,108.720,37.639,858,1002,147.426,28.194
38,390.460,73.050,25.368,565,1030,69.677,21.016
39,436.259,79.369,26.151,588,1028,57.381,23.341
40,542.607,90.885,33.352,639,1016,167.800,22.731
41,693.202,114.434,35.680,626,1032,159.775,27.397
42,454.113,82.163,30.837,700,1028,126.870,21.604
43,337.674,69.098,23.967,907,1064,53.973,19.936
44,104.019,41.509,17.107,867,1061,168.111,8.811
45,301.190,68.368,25.368,548,1076,20.323,16.463
46,382.697,80.401,30.736,668,1082,27.300,20.264
47,690.097,102.615,35.940,737,1087,11.310,26.951
48,562.790,101.030,37.339,825,1103,160.710,19.638
49,190.960,51.352,18.586,914,1106,121.430,14.978
