 ,Area,Perim.,Feret,FeretX,FeretY,FeretAngle,MinFeret
1,275.573,64.026,22.652,1440,1171,166.504,17.621
2,159.134,58.828,20.283,1398,1172,124.380,12.538
3,665.256,100.337,36.220,1302,1196,138.945,24.670
4,228.997,57.796,19.323,1262,1196,133.152,17.074
5,475.849,82.590,26.840,1371,1233,23.199,25.269
6,197.947,55.945,20.550,1127,1219,120.964,13.706
7,108.677,42.755,18.855,1303,1220,142.595,8.722
8,442.469,81.772,28.699,1474,1225,107.879,21.247
9,680.005,97.329,31.632,1338,1251,102.875,29.075
10,349.318,74.082,27.525,1197,1252,129.806,18.816
11,683.887,99.305,34.214,1424,1261,168.111,28.369
12,402.104,87.877,28.413,1163,1268,150.255,23.125
13,243.746,60.288,22.514,1274,1278,149.421,15.507
14,249.956,63.812,21.761,1387,1285,148.241,17.621
15,108.677,42.541,15.587,1181,1327,42.709,10.639
16,440.917,79.369,27.596,1466,1321,106.699,21.930
17,1059.598,123.370,41.792,1272,1335,161.565,36.123
18,722.700,130.720,38.807,1398,1342,129.472,28.634
19,299.637,73.138,28.413,1435,1347,97.125,14.097
20,561.237,115.805,37.046,1138,1373,154.654,27.231
21,739.001,104.163,36.667,1215,1383,125.218,27.857
22,513.109,88.091,31.287,1323,1396,122.347,23.674
23,164.568,58.828,22.026,1472,1402,126.870,12.290
24,682.334,109.575,37.057,1278,1413,108.004,26.851
25,787.906,106.353,34.032,1428,1452,21.251,31.245
26,403.656,75.844,27.652,1322,1436,112.479,21.145
27,732.015,101.671,34.214,1207,1459,101.889,28.142
28,565.119,90.671,31.175,1260,1469,132.709,25.924
29,146.714,49.501,18.334,1365,1504,125.218,11.859
30,716.490,102.490,36.899,1118,1543,56.689,25.507
31,444.022,91.099,33.895,1407,1521,98.973,18.267
32,423.839,88.304,30.432,1326,1546,157.891,22.741
33,265.482,61.836,21.219,1453,1547,94.764,16.740
34,227.445,56.852,20.550,1160,1550,120.964,14.978
35,510.004,109.575,33.177,1183,1565,169.287,25.085
36,347.765,70.558,23.261,1337,1574,155.376,21.145
37,164.568,49.287,18.397,1371,1571,106.699,13.036
38,414.524,77.606,26.032,1235,1596,23.962,22.026
39,374.935,74.812,26.196,1143,1597,132.274,20.432
40,393.565,78.639,28.590,1211,1598,123.690,18.110
