 ,Area,Perim.,Feret,FeretX,FeretY,FeretAngle,MinFeret
1,177.764,58.312,19.403,690,953,50.528,14.329
2,201.828,53.328,17.818,564,952,171.469,14.978
3,700.188,101.067,32.647,643,963,93.094,29.075
4,430.049,78.336,26.666,446,983,97.595,22.026
5,289.546,65.788,22.289,570,986,108.435,18.389
6,308.176,67.122,24.048,543,994,118.443,17.452
7,390.460,80.312,30.278,404,1061,81.634,18.389
8,112.558,40.993,15.387,442,1030,103.241,10.639
9,652.060,119.204,39.921,686,1030,112.036,24.615
10,187.079,55.392,20.942,485,1041,104.621,12.335
11,659.046,106.139,35.110,575,1083,72.474,26.353
12,378.816,81.861,31.485,502,1046,107.928,15.799
13,156.805,51.566,20.568,727,1049,99.866,10.587
14,114.111,44.819,18.835,709,1073,79.216,8.334
15,905.121,113.401,39.755,442,1072,102.804,30.776
16,177.764,53.025,20.130,529,1105,66.801,12.335
17,582.973,95.869,35.473,698,1093,104.381,22.907
18,120.321,44.090,18.835,681,1118,79.216,7.930
19,631.101,97.845,35.418,740,1148,84.289,24.518
20,422.286,82.288,29.062,576,1129,104.036,19.318
21,194.842,57.582,22.463,478,1135,101.310,12.335
22,544.160,94.623,35.517,652,1136,97.125,19.999
23,177.764,57.066,19.878,512,1154,102.804,13.931
24,137.398,54.058,18.397,762,1156,106.699,10.684
25,312.834,68.671,25.657,428,1192,74.055,15.677
26,100.138,43.876,18.690,482,1194,81.870,7.048
27,245.299,62.654,22.975,729,1205,57.529,13.650
28,342.332,88.091,27.027,457,1216,70.974,19.018
29,779.367,106.442,38.293,662,1238,66.975,26.861
30,457.218,92.042,31.038,600,1213,124.592,20.711
31,428.497,81.861,30.137,430,1221,105.255,18.946
32,439.364,99.091,36.805,779,1267,78.959,18.419
33,121.873,47.311,19.243,569,1231,105.945,9.692
34,146.714,45.549,15.883,482,1240,109.440,13.216
35,248.404,59.558,21.761,612,1253,111.371,15.761
36,460.323,83.623,28.861,728,1256,121.264,20.858
37,499.913,88.607,28.468,511,1263,111.801,25.001
38,313.610,84.780,24.480,594,1274,120.256,19.681
39,107.900,39.533,13.931,558,1294,124.695,11.033
40,322.149,68.368,23.510,635,1342,77.005,18.502
41,433.154,78.336,25.913,491,1346,72.181,22.846
42,149.819,48.041,17.377,575,1336,59.534,12.107
43,341.555,70.860,24.920,669,1365,81.870,18.143
44,505.347,85.385,30.381,776,1380,73.142,21.671
