 ,Area,Perim.,Feret,FeretX,FeretY,FeretAngle,MinFeret
1,301.190,67.336,25.429,1419,1393,165.964,16.240
2,289.546,68.671,26.092,1445,1422,11.689,14.952
3,300.413,83.836,27.327,1393,1479,20.772,16.281
4,250.733,63.598,25.429,1401,1499,14.036,13.831
5,675.348,104.893,37.670,1394,1520,10.784,24.346
6,114.887,48.985,19.323,1400,1561,24.228,10.573
7,312.057,68.066,22.289,1338,1622,18.435,18.661
8,274.020,62.566,22.463,1384,1620,154.440,16.155
9,502.241,89.034,28.685,1360,1650,169.380,25.075
10,303.518,65.574,22.097,1325,1678,23.499,19.383
11,208.814,55.820,19.878,1341,1705,167.196,14.656
