 ,Area,Perim.,Feret,FeretX,FeretY,FeretAngle,MinFeret
1,264.705,61.106,21.761,1422,277,68.629,16.740
2,230.550,62.566,23.059,1454,283,83.418,14.097
3,166.120,51.049,18.669,1498,308,70.710,13.216
4,464.981,83.534,28.766,1406,307,139.970,22.065
5,566.671,91.615,30.432,1496,360,67.891,25.551
6,131.188,42.025,14.234,1420,360,21.801,12.816
7,367.172,73.780,24.064,1434,393,66.251,21.182
8,476.625,83.925,28.208,1492,400,38.660,23.789
9,259.271,67.336,24.496,1342,404,52.306,15.468
10,239.089,59.771,19.878,1368,398,102.804,17.500
11,402.104,75.542,26.402,1482,435,25.710,21.182
12,158.357,47.311,17.840,1404,447,57.095,12.215
13,214.248,55.820,20.887,1423,454,62.354,15.367
14,301.966,74.510,29.617,1338,480,59.621,13.380
15,732.015,103.950,36.284,1357,488,60.945,28.194
16,744.435,105.321,36.476,1438,490,37.147,27.517
17,367.948,73.138,25.687,1364,524,59.036,19.362
18,775.486,106.869,35.778,1327,544,52.001,29.862
19,117.216,44.517,18.334,1464,544,54.782,9.515
20,264.705,65.788,24.811,1476,555,73.496,15.318
21,666.809,98.663,31.632,1391,569,77.125,29.075
22,101.690,37.041,13.678,1451,587,75.069,9.692
23,132.741,43.360,16.460,1482,590,105.524,9.692
24,117.992,44.303,16.460,1470,591,105.524,9.692
25,519.319,86.115,27.987,1395,625,61.821,25.418
26,307.400,69.526,24.048,1357,623,61.557,18.389
27,310.505,78.123,30.111,1255,637,69.444,13.448
28,596.169,93.804,34.406,1408,652,50.194,23.048
29,557.356,91.829,32.023,1438,689,82.093,23.633
30,468.862,84.655,30.072,1376,695,58.173,20.896
31,274.020,64.844,21.455,1509,700,70.821,17.381
32,563.566,91.917,30.736,1326,713,62.700,25.551
33,547.265,91.312,29.930,1266,716,42.614,25.898
34,579.091,92.345,30.584,1295,750,168.366,26.190
35,142.056,59.469,21.761,1466,780,21.371,11.750
36,435.483,81.558,28.153,1406,799,69.864,21.145
37,225.116,58.828,19.799,1464,800,32.276,16.198
38,539.502,89.764,31.767,1230,819,56.310,23.051
39,205.709,54.787,20.942,1347,810,67.751,14.097
40,613.247,99.518,32.396,1503,840,22.380,25.611
41,357.857,73.352,25.687,1310,885,84.094,18.598
42,451.784,82.502,28.111,1155,899,32.196,21.671
43,304.295,67.550,23.460,1372,921,55.713,17.731
