 ,Area,Perim.,Feret,FeretX,FeretY,FeretAngle,MinFeret
1,210.367,58.828,23.127,365,194,162.255,14.097
2,107.124,46.279,16.947,404,236,98.973,9.692
3,163.791,51.779,20.111,407,237,151.189,13.706
4,121.097,47.009,16.554,418,254,154.799,13.095
5,128.859,52.295,21.292,367,292,155.556,10.043
6,194.065,58.098,23.327,503,344,169.114,11.327
7,235.984,69.828,28.413,444,355,150.255,12.131
8,260.824,80.526,29.813,447,377,145.840,13.564
9,433.930,87.877,32.312,544,487,168.996,19.671
10,199.499,59.985,21.310,494,490,7.125,14.000
11,120.321,50.533,19.563,582,508,125.838,10.332
12,218.130,65.058,25.245,489,521,150.751,13.305
