 ,Area,Perim.,Feret,FeretX,FeretY,FeretAngle,MinFeret
1,153.700,53.541,22.237,2290,1166,33.690,9.456
2,162.239,54.271,22.237,2252,1169,33.690,11.806
3,402.104,81.558,30.381,2210,1175,16.858,16.943
4,121.097,53.239,23.261,2312,1203,37.304,8.308
5,271.692,74.207,30.837,2313,1215,36.870,12.863
6,223.563,63.509,23.723,2144,1208,21.801,13.397
7,101.690,40.477,15.387,2230,1220,66.371,10.182
8,524.753,89.034,30.546,2244,1238,56.768,24.097
9,407.538,77.518,26.196,2197,1243,47.726,21.095
10,381.145,77.090,25.687,2082,1244,5.906,20.095
11,620.233,96.510,31.583,2165,1276,67.011,26.005
12,143.608,53.151,19.563,2305,1267,35.838,9.692
13,364.067,72.622,24.826,2246,1269,27.474,19.782
14,655.941,100.212,36.156,2027,1290,46.975,25.958
15,363.291,74.296,26.032,2156,1298,23.962,19.867
16,356.304,72.836,26.898,2079,1318,31.608,19.525
17,473.520,101.067,28.468,2221,1335,68.199,24.629
18,483.611,83.409,29.181,1938,1326,28.887,23.789
19,285.664,75.240,29.288,2256,1333,43.781,14.759
20,463.428,81.433,27.027,2128,1334,19.026,22.026
21,634.206,121.003,41.559,1998,1366,57.995,24.393
22,446.351,82.590,28.901,2081,1367,52.431,22.459
23,445.574,80.526,26.666,1910,1366,7.595,23.674
24,327.583,68.066,24.496,2157,1376,52.306,18.690
25,349.318,69.828,23.723,1884,1405,164.932,19.383
26,590.735,94.837,33.906,2036,1419,24.567,23.247
27,156.805,50.231,17.444,1846,1417,45.000,13.706
28,190.960,55.517,21.814,2165,1436,43.363,13.083
29,432.378,80.010,28.807,1964,1442,23.429,21.145
30,513.109,86.845,27.861,2005,1435,145.305,25.551
31,412.195,77.090,27.440,2084,1462,42.397,21.182
32,151.371,50.231,19.403,2123,1456,39.472,11.214
33,415.300,77.090,27.666,1830,1512,37.235,21.182
34,473.520,83.320,27.142,2027,1513,54.246,24.333
35,376.487,75.026,24.575,1940,1498,165.466,21.080
36,151.371,52.509,21.885,2104,1509,40.101,10.123
37,177.764,53.667,21.328,1866,1517,51.710,10.591
38,254.614,63.812,24.936,1873,1519,32.005,15.683
39,241.417,65.699,26.284,2104,1521,39.560,13.059
40,324.477,69.098,24.193,1938,1542,33.111,19.469
41,575.210,91.615,29.088,1819,1561,54.866,26.432
42,469.638,88.002,32.990,2066,1565,34.114,19.628
43,535.621,87.877,30.317,1975,1569,35.538,25.169
44,100.138,41.207,16.554,1871,1560,25.201,9.968
45,233.655,62.263,21.310,2022,1570,29.745,17.260
46,453.337,81.344,28.413,1883,1601,60.255,21.259
47,408.314,75.114,26.151,1932,1610,32.619,21.966
48,138.175,54.271,22.566,2045,1613,51.340,9.868
49,329.911,69.828,22.857,1992,1643,27.553,19.383
50,667.585,99.305,32.895,1909,1651,172.304,27.819
51,326.806,69.526,24.048,1892,1689,61.557,18.434
52,616.352,96.385,36.805,1936,1699,47.911,23.214
53,342.332,76.058,30.008,1970,1697,40.236,15.683
