 ,Area,Perim.,Feret,FeretX,FeretY,FeretAngle,MinFeret
1,889.596,115.377,39.254,1142,530,99.039,30.837
2,711.056,103.131,38.131,1189,560,139.686,25.198
3,333.793,76.486,29.930,1252,560,132.614,15.673
4,194.065,57.707,20.341,1391,565,94.970,14.097
5,219.682,65.058,24.193,1352,573,100.491,15.627
6,510.004,89.764,30.137,1441,614,74.745,24.670
7,241.417,64.542,22.583,1158,603,159.444,16.266
8,149.042,61.017,23.410,1468,602,109.799,12.460
9,563.566,89.853,30.419,1121,636,169.992,25.551
10,514.662,89.853,31.150,1420,630,151.260,23.069
11,385.026,91.099,35.385,1091,673,71.114,15.324
12,409.866,76.147,27.370,1311,639,146.821,20.264
13,663.704,98.147,32.035,1224,654,121.504,28.609
14,149.042,45.549,16.460,1210,653,105.524,12.335
15,1101.516,128.140,40.986,1151,690,25.463,37.188
16,1297.134,172.443,55.730,1315,668,129.226,37.987
17,509.228,92.131,31.150,1368,667,118.740,25.707
18,435.483,79.582,26.840,1431,672,113.199,23.844
19,542.607,93.502,33.550,1120,676,103.671,21.649
20,1202.430,150.870,45.167,1278,686,110.556,39.249
21,560.461,99.179,36.123,1453,695,102.680,21.600
22,617.904,98.147,31.767,1199,723,109.440,27.313
23,737.449,121.394,36.667,1409,736,125.218,29.029
24,875.623,111.639,39.950,1243,752,131.424,29.281
25,648.955,101.280,35.242,1215,769,126.870,25.104
26,587.630,95.353,32.777,1351,788,126.254,24.596
27,605.484,102.615,34.855,1272,830,73.856,26.005
28,151.371,47.098,16.947,1143,820,62.103,13.216
29,118.768,48.041,16.078,1346,807,99.462,12.891
30,385.026,79.066,24.241,1305,825,160.907,22.459
