 ,Area,Perim.,Feret,FeretX,FeretY,FeretAngle,MinFeret
1,155.252,54.876,22.652,1883,796,76.504,10.302
2,561.237,89.337,29.062,2021,799,165.964,26.070
3,251.509,65.146,25.657,1901,835,74.055,13.216
4,269.363,63.900,25.075,2077,810,108.435,14.097
5,105.572,49.287,20.130,2162,810,156.801,7.968
6,326.806,76.663,28.861,2066,812,102.339,14.747
7,107.124,43.876,17.016,2108,848,68.749,8.341
8,929.186,118.385,39.921,2015,878,67.964,31.830
9,593.840,103.736,40.269,1874,883,79.919,20.266
10,274.797,62.263,20.625,2151,882,70.017,18.519
11,308.176,68.582,27.213,1944,863,119.055,16.943
12,904.345,117.781,40.957,1930,869,108.825,29.323
13,534.068,87.486,30.419,2243,910,79.992,25.493
14,450.232,83.623,30.432,2196,920,67.891,19.446
15,106.348,44.001,16.717,1886,916,71.565,11.427
16,533.292,93.679,36.508,2057,940,81.674,18.502
17,1297.910,142.967,47.365,2126,906,99.638,37.004
18,454.889,86.845,32.071,2238,967,74.055,19.402
19,632.653,98.877,36.794,2185,987,73.301,23.125
20,233.655,59.042,21.761,2047,974,68.629,15.859
21,181.645,51.138,18.669,2101,962,109.290,12.335
22,832.929,116.837,40.767,1920,1018,83.797,28.795
23,417.629,77.518,26.564,2221,972,95.711,22.224
24,732.791,104.163,36.295,2006,983,95.572,26.432
25,623.338,98.966,38.896,1882,1029,76.908,21.145
26,584.525,94.409,33.998,2064,1028,58.782,24.147
27,338.450,76.147,30.163,1865,1036,83.290,15.846
28,475.072,86.328,32.777,1946,1038,53.746,20.883
29,616.352,101.583,40.124,2104,1070,81.158,22.026
30,191.737,55.606,21.599,1843,1027,101.768,12.335
31,616.352,106.353,36.166,2126,1072,55.923,24.780
32,633.430,97.417,34.855,2074,1085,73.856,24.670
33,666.033,119.845,35.077,1894,1049,101.592,27.813
34,202.604,54.574,21.182,2020,1072,73.072,13.216
35,128.083,47.828,18.835,1919,1071,79.216,9.503
36,482.835,89.639,32.789,1990,1059,96.170,19.064
37,415.300,79.582,27.820,1959,1097,79.046,20.332
38,1314.211,139.958,49.410,2138,1124,58.861,38.012
39,490.598,86.631,32.071,2027,1121,52.815,21.993
40,442.469,80.312,28.153,2064,1130,69.864,21.369
41,184.750,53.541,20.625,2122,1109,109.983,13.095
42,636.535,95.869,32.599,2103,1128,108.925,28.140
43,269.363,64.453,24.496,2120,1173,37.694,14.329
