 ,Area,Perim.,Feret,FeretX,FeretY,FeretAngle,MinFeret
1,851.559,111.426,38.686,1348,1273,30.069,31.699
2,613.247,93.377,31.938,1406,1285,24.444,26.432
3,692.426,104.893,34.316,1290,1295,29.197,29.359
4,601.603,96.083,33.306,1328,1332,37.476,24.646
5,385.026,81.470,31.250,1420,1352,40.426,16.372
6,359.409,72.320,24.920,1292,1338,98.130,20.264
7,405.209,79.885,29.288,1462,1356,15.709,19.383
8,326.030,68.582,25.414,1463,1383,33.690,18.389
9,586.078,103.043,30.137,1390,1417,52.125,28.428
10,360.962,72.106,24.369,1297,1418,49.399,20.781
11,100.914,39.961,15.587,1522,1426,42.709,9.081
12,114.111,51.263,21.328,1354,1459,38.290,9.103
13,456.442,83.320,29.168,1446,1461,25.017,22.026
14,366.396,76.574,26.898,1360,1468,31.608,19.224
15,316.715,67.550,23.805,1492,1471,51.009,18.678
16,278.678,62.780,22.307,1520,1464,170.910,17.621
17,322.149,75.542,30.432,1500,1507,22.109,14.209
18,327.583,77.002,26.505,1452,1506,15.422,18.136
19,214.248,64.542,25.368,1505,1517,20.323,11.427
20,513.109,86.115,29.813,1370,1530,34.160,22.853
21,721.147,101.671,32.420,1447,1580,42.797,29.956
22,522.424,90.796,32.071,1482,1592,20.925,21.530
