 ,Area,Perim.,Feret,FeretX,FeretY,FeretAngle,MinFeret
1,471.967,85.599,33.212,1502,755,158.199,20.216
2,194.065,57.796,24.048,1460,770,171.573,12.215
3,425.392,96.599,33.492,1458,774,144.638,21.612
4,381.145,84.478,26.446,1569,838,60.018,22.061
5,817.404,127.624,37.711,1497,900,127.405,32.077
6,582.196,103.131,33.212,1554,924,158.199,25.551
7,882.610,131.450,40.957,1382,967,18.825,32.694
8,537.173,103.772,33.025,1391,1007,9.211,25.217
9,100.914,49.715,18.142,1426,1020,60.945,9.703
10,361.738,94.837,28.536,1500,1012,171.119,20.264
11,155.252,59.344,24.575,1549,1034,14.534,10.122
12,788.682,128.870,40.356,1501,1062,53.881,28.848
