 ,Area,Perim.,Feret,FeretX,FeretY,FeretAngle,MinFeret
1,122.649,43.057,17.016,1667,1205,21.251,10.030
2,563.566,103.986,39.026,1540,1244,28.301,21.175
3,126.531,48.771,15.387,1671,1233,156.371,13.070
4,135.846,51.566,22.514,1632,1246,149.421,9.402
5,830.600,118.599,43.387,1560,1318,12.907,27.045
6,165.344,51.566,18.835,1699,1313,10.784,11.732
7,573.658,93.377,32.895,1451,1328,7.696,24.670
8,108.677,43.360,18.397,1579,1333,16.699,7.930
9,438.588,79.885,29.062,1692,1344,14.036,19.383
10,752.198,106.869,38.039,1472,1358,13.392,25.611
11,130.412,42.327,16.389,1673,1358,53.746,11.821
12,304.295,72.925,29.288,1612,1360,15.709,13.831
13,427.720,82.074,29.195,1396,1369,174.806,20.264
14,356.304,93.679,37.978,1509,1376,176.009,14.978
15,163.015,58.739,23.707,1670,1438,41.987,12.232
16,819.733,135.402,39.026,1428,1449,28.301,30.268
17,667.585,101.671,37.401,1609,1457,15.018,24.574
18,430.049,83.320,31.150,1382,1487,8.130,18.975
19,297.308,72.622,24.432,1572,1497,25.641,17.221
20,197.947,55.517,21.599,1342,1589,11.768,12.335
21,409.090,89.764,36.720,1466,1603,30.256,16.628
22,634.206,96.813,33.177,1373,1619,10.713,26.432
