 ,Area,Perim.,Feret,FeretX,FeretY,FeretAngle,MinFeret
1,242.970,69.312,23.410,1866,1163,109.799,16.043
2,146.714,45.033,15.412,1978,1183,59.036,13.095
3,293.427,78.034,24.048,1902,1195,81.573,18.359
4,447.127,83.409,31.485,2004,1210,72.072,18.502
5,308.952,83.320,24.305,1917,1181,136.469,19.383
6,446.351,80.828,27.861,2087,1177,108.435,22.635
7,384.250,75.933,27.199,2150,1213,65.095,17.621
8,915.989,116.321,40.767,2034,1193,96.203,31.348
9,256.166,64.844,25.368,2199,1224,69.677,14.169
10,498.360,84.869,28.000,1897,1229,65.854,23.125
11,601.603,96.474,36.794,1945,1241,73.301,21.626
12,381.145,73.352,25.928,2122,1231,80.218,19.362
13,225.892,62.868,25.429,1930,1237,75.964,11.877
14,231.326,62.566,23.327,2208,1226,169.114,14.097
15,728.134,103.131,35.680,2053,1264,69.775,27.861
16,538.726,89.550,29.617,2143,1256,22.751,25.169
17,163.015,59.042,20.568,2200,1238,170.134,12.335
18,254.614,61.106,21.016,1912,1262,56.976,17.010
19,506.123,86.115,29.552,1971,1277,79.695,22.907
20,204.157,70.433,30.419,1873,1255,100.008,10.284
21,123.426,41.295,13.931,2211,1258,124.695,12.211
22,240.641,59.344,22.583,2239,1290,69.444,14.097
23,485.940,85.599,29.552,2175,1302,79.695,22.026
24,189.408,61.320,24.873,2219,1295,67.068,10.467
25,610.142,96.813,35.517,1992,1316,82.875,23.789
26,447.903,80.312,26.151,2099,1308,57.381,23.560
27,565.895,90.973,34.043,1905,1302,100.437,20.264
28,528.634,87.965,30.988,2138,1336,75.174,22.026
29,612.471,95.869,35.778,1928,1354,80.074,23.789
30,233.655,59.558,22.307,2093,1316,99.090,14.097
31,272.468,61.534,20.341,2230,1339,72.350,18.678
32,114.111,43.787,17.310,2032,1338,75.256,9.340
33,152.147,52.082,21.437,2085,1319,99.462,9.604
34,461.876,86.115,32.895,1982,1376,82.304,19.989
35,457.995,88.695,34.043,2046,1383,79.563,17.350
36,724.252,100.941,35.473,2226,1350,104.381,26.432
37,396.670,76.877,28.000,2107,1386,77.276,19.352
38,115.663,49.074,19.799,1993,1382,69.146,8.761
39,499.913,83.409,28.208,1942,1392,51.340,23.789
40,1407.363,165.181,48.490,2190,1367,92.083,38.486
41,748.316,102.917,36.805,2077,1410,78.959,26.432
42,662.151,99.821,34.642,2258,1389,97.306,25.551
43,445.574,81.647,29.917,2128,1405,103.627,19.973
44,429.273,78.550,26.505,1949,1447,68.552,22.075
45,930.738,119.204,42.583,2184,1446,24.444,30.734
46,194.065,55.908,21.219,2285,1464,131.634,13.650
