 ,Area,Perim.,Feret,FeretX,FeretY,FeretAngle,MinFeret
1,339.226,70.772,23.805,1474,1408,38.991,19.936
2,131.188,45.247,18.586,1481,1425,31.430,9.968
3,776.262,107.171,37.141,1438,1437,157.694,27.313
4,103.243,47.739,15.761,1517,1456,63.435,12.877
5,170.778,50.106,17.840,1498,1452,159.775,13.216
6,530.963,90.796,33.434,1507,1495,18.435,22.167
7,174.659,61.534,26.032,1413,1514,23.962,9.851
8,490.598,92.345,32.156,1460,1556,9.462,22.098
9,220.458,55.517,19.701,1550,1550,10.305,15.859
10,479.730,86.542,29.917,1598,1567,13.627,23.214
11,137.398,53.239,23.460,1623,1582,34.287,8.797
12,111.005,47.916,20.436,1466,1569,172.569,6.167
13,107.900,40.049,15.883,1513,1576,19.440,9.692
14,383.473,73.264,25.075,1625,1608,18.435,20.559
15,386.578,76.360,28.413,1573,1615,29.745,20.264
16,299.637,64.542,22.079,1604,1605,151.390,19.313
17,477.401,84.353,29.288,1656,1630,21.161,21.277
18,104.019,44.001,18.163,1550,1643,50.906,8.458
19,550.370,93.075,32.396,1558,1650,22.380,25.551
20,613.247,96.813,36.327,1614,1702,22.834,24.376
21,299.637,63.598,22.652,1661,1706,13.496,16.740
22,306.623,73.050,29.088,1658,1740,35.134,15.870
23,167.673,53.541,17.488,1609,1732,139.086,14.097
